Cycle start time,Cycle end time,Cycle timezone,Workout start time,Workout end time,Duration (min),Activity name,Activity Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),HR Zone 1 %,HR Zone 2 %,HR Zone 3 %,HR Zone 4 %,HR Zone 5 %,GPS enabled,Distance (meters),Altitude gain (meters),Altitude change (meters)
2024-01-14 04:22:53,2024-01-15 04:02:15,UTC-08:00,2024-01-14 14:24:30,2024-01-14 15:25:42,61,Swimming,14.3,671.0,177,142,8,15,21,56,0,true,1191.25,119.91,-2.69
2024-01-14 04:22:53,2024-01-15 04:02:15,UTC-08:00,2024-01-14 14:15:13,2024-01-14 14:24:18,9,Swimming,5.0,60.0,158,119,15,21,40,8,0,false,,,
2024-01-12 02:42:47,2024-01-13 03:24:39,UTC-08:00,2024-01-12 16:25:34,2024-01-12 18:03:03,97,Cycling,11.1,600.0,147,115,9,32,35,0,0,false,,,
2024-01-12 02:42:47,2024-01-13 03:24:39,UTC-08:00,2024-01-12 15:37:06,2024-01-12 16:25:20,48,Weightlifting,4.5,84.0,112,90,43,0,0,0,0,false,,,
2024-01-08 01:49:04,2024-01-09 01:33:44,UTC-08:00,2024-01-08 20:27:33,2024-01-08 22:06:17,98,Basketball,15.7,1012.0,173,138,7,20,46,27,0,false,,,
2024-01-08 01:49:04,2024-01-09 01:33:44,UTC-08:00,2024-01-08 14:46:21,2024-01-08 15:16:21,30,Cycling,7.9,235.0,158,126,23,26,44,6,0,false,,,
2024-01-07 02:51:30,2024-01-08 01:49:04,UTC-08:00,2024-01-07 16:19:34,2024-01-07 16:50:29,30,Cycling,10.8,355.0,161,144,0,6,65,29,0,false,,,
2024-01-06 01:26:52,2024-01-07 02:51:30,UTC-08:00,2024-01-06 17:40:00,2024-01-06 18:05:00,25,Weightlifting,4.3,50.0,129,86,34,9,0,0,0,false,,,
2024-01-06 01:26:52,2024-01-07 02:51:30,UTC-08:00,2024-01-06 16:05:50,2024-01-06 17:02:57,57,Running,13.3,585.0,171,136,2,4,44,38,0,false,,,
2024-01-05 03:38:01,2024-01-06 01:26:52,UTC-08:00,2024-01-05 22:19:42,2024-01-05 22:58:59,39,Rowing,8.1,285.0,154,122,18,30,47,0,0,false,,,
2024-01-05 03:38:01,2024-01-06 01:26:52,UTC-08:00,2024-01-05 21:09:06,2024-01-05 22:15:57,66,Elliptical,13.3,653.0,160,135,12,12,54,20,0,false,,,
2024-01-04 02:06:10,2024-01-05 03:38:01,UTC-08:00,2024-01-04 21:36:52,2024-01-04 21:47:29,10,Basketball,5.6,98.0,147,133,0,33,67,0,0,false,,,
2024-01-04 02:06:10,2024-01-05 03:38:01,UTC-08:00,2024-01-04 20:42:41,2024-01-04 21:29:26,46,Cycling,8.2,339.0,139,122,3,89,8,0,0,false,,,
2024-01-03 02:39:46,2024-01-04 02:06:10,UTC-08:00,2024-01-03 18:59:04,2024-01-03 19:45:16,46,Basketball,11.0,427.0,164,133,12,20,58,10,0,false,,,
2024-01-03 02:39:46,2024-01-04 02:06:10,UTC-08:00,2024-01-03 18:01:22,2024-01-03 18:51:25,50,Basketball,7.1,246.0,145,110,46,30,14,0,0,false,,,
2024-01-02 03:09:12,2024-01-03 02:39:46,UTC-08:00,2024-01-02 15:57:57,2024-01-02 16:26:55,28,Basketball,10.0,322.0,161,142,0,4,74,22,0,false,,,
2024-01-01 03:46:13,2024-01-02 03:09:12,UTC-08:00,2024-01-01 14:43:30,2024-01-01 15:07:35,24,Walking,3.6,35.0,113,83,9,0,0,0,0,true,1204.54,67.89,5.55
2023-12-31 01:50:17,2024-01-01 03:46:13,UTC-08:00,2023-12-31 18:56:31,2023-12-31 19:19:35,23,Elliptical,7.2,192.0,155,128,11,32,55,1,0,false,,,
2023-12-31 01:50:17,2024-01-01 03:46:13,UTC-08:00,2023-12-31 17:37:17,2023-12-31 18:32:21,55,Rowing,12.6,538.0,168,136,12,15,43,30,0,true,483.23,20.56,0.67
2023-12-31 01:50:17,2024-01-01 03:46:13,UTC-08:00,2023-12-31 12:31:10,2023-12-31 13:10:47,39,Yoga,8.2,55.0,105,77,9,0,0,0,0,false,,,
2023-12-30 01:51:31,2023-12-31 01:50:17,UTC-08:00,2023-12-30 13:36:00,2023-12-30 14:30:23,54,Running,10.8,429.0,167,126,19,25,36,17,0,true,524.07,79.02,1.36
2023-12-30 01:51:31,2023-12-31 01:50:17,UTC-08:00,2023-12-30 12:36:42,2023-12-30 13:21:03,44,Weightlifting,4.6,85.0,130,91,45,4,0,0,0,false,,,
2023-12-29 01:52:55,2023-12-30 01:51:31,UTC-08:00,2023-12-29 19:57:00,2023-12-29 20:16:10,19,Weightlifting,4.5,58.0,131,100,39,29,0,0,0,false,,,
2023-12-29 01:52:55,2023-12-30 01:51:31,UTC-08:00,2023-12-29 18:27:26,2023-12-29 18:43:09,15,Cycling,6.6,153.0,154,137,0,6,92,2,0,true,0.00,0.00,0.00
